BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
166.974,0.798,-1.394,1.394,1.343,"(0.0,0.0,23.543,23.543)","(143.431,143.431,166.974,166.974)","[(13.114,145.561,27.402,159.849),(109.097,113.062,121.542,125.507),(32.619,96.198,47.239,110.818),(27.892,151.076,40.931,164.115),(130.895,153.726,141.487,164.318),(19.91,148.475,29.299,157.864),(5.056,119.582,18.109,132.635),(2.298,67.108,18.535,83.345),(134.116,58.116,143.741,67.741),(141.725,136.841,151.95,147.066),(35.327,72.949,49.024,86.646),(146.169,15.197,160.757,29.785),(24.71,23.843,35.782,34.915)]",TRUE,,,,,,,
593.938,1.609,-3.826,3.826,2.203,"(0.0,0.0,48.703,48.703)","(545.235,545.235,593.938,593.938)","[(290.66,127.157,341.888,178.385),(518.693,527.211,549.361,557.879),(209.347,54.858,253.633,99.144),(181.513,321.63,238.233,378.35),(409.903,383.954,441.844,415.895),(193.031,418.462,235.982,461.413),(322.654,260.581,361.282,299.209),(380.997,233.877,421.63,274.51),(365.713,197.442,413.88,245.609),(263.452,364.948,315.539,417.035)]",FALSE,,,,,,,
486.099,1.404,-3.212,3.212,2.145,"(0.0,0.0,41.318,41.318)","(444.781,444.781,486.099,486.099)","[(428.234,144.882,471.458,188.106),(415.684,278.977,464.173,327.466),(269.204,373.52,312.272,416.588),(215.488,314.14,254.94,353.592),(349.275,418.329,394.382,463.436),(301.62,317.041,340.249,355.67),(359.265,377.734,390.959,409.428),(49.373,93.071,82.517,126.215),(153.889,102.233,188.277,136.621),(14.707,59.555,62.868,107.716),(113.657,132.459,150.134,168.936),(389.341,148.011,419.71,178.38),(222.775,423.908,253.876,455.009),(117.576,315.904,148.329,346.657)]",FALSE,,,,,,,
362.836,1.17,-2.51,2.51,1.807,"(0.0,0.0,48.257,48.257)","(314.579,314.579,362.836,362.836)","[(282.196,167.231,310.953,195.988),(24.623,80.987,47.321,103.685),(299.082,131.606,328.968,161.492),(21.737,65.487,48.364,92.114),(138.366,285.318,171.568,318.52),(180.091,61.823,215.062,96.794),(107.311,311.817,142.343,346.849),(111.723,10.713,144.597,43.587),(171.028,181.044,194.294,204.31),(252.925,60.726,283.723,91.524),(91.101,316.71,119.335,344.944),(72.904,106.402,108.38,141.878),(209.177,186.744,229.615,207.182),(8.457,287.463,34.082,313.088)]",TRUE,,,,,,,
175.173,0.814,-1.441,1.441,1.384,"(0.0,0.0,16.992,16.992)","(158.181,158.181,175.173,175.173)","[(18.088,39.916,26.9,48.728),(51.978,90.968,61.978,100.968),(134.481,135.218,148.834,149.571),(8.628,154.109,26.066,171.547),(69.841,100.35,86.142,116.651),(75.872,13.698,84.993,22.819),(4.586,17.441,20.518,33.373),(162.909,94.761,171.773,103.625),(105.388,7.46,119.806,21.878),(79.614,37.287,94.727,52.4),(90.113,10.734,104.046,24.667),(116.244,147.21,130.602,161.568),(14.157,18.958,30.942,35.743),(99.503,81.241,110.506,92.244)]",TRUE,,,,,,,
253.164,0.962,-1.885,1.885,1.645,"(0.0,0.0,21.772,21.772)","(231.392,231.392,253.164,253.164)","[(41.829,78.373,56.624,93.168),(80.768,129.34,105.901,154.473),(136.887,112.253,158.922,134.288),(199.236,33.68,213.296,47.74),(29.484,180.758,51.978,203.252),(2.74,69.95,27.567,94.777),(169.6,124.74,187.644,142.784),(13.725,63.562,37.452,87.289),(217.828,58.455,240.579,81.206),(214.56,36.231,236.291,57.962),(5.338,222.191,19.69,236.543),(25.332,34.786,45.827,55.281)]",FALSE,,,,,,,
711.535,1.832,-4.496,4.496,2.561,"(0.0,0.0,88.942,88.942)","(622.593,622.593,711.535,711.535)","[(161.119,296.086,205.82,340.787),(532.173,10.676,581.509,60.012),(207.335,168.431,257.225,218.321),(398.961,362.936,456.964,420.939),(419.909,205.747,477.606,263.444),(98.495,603.559,158.057,663.121),(305.545,28.503,347.871,70.829),(158.307,486.609,210.681,538.983),(15.26,454.144,85.867,524.751),(45.544,645.724,108.073,708.253)]",TRUE,,,,,,,
460.799,1.356,-3.068,3.068,1.889,"(0.0,0.0,52.992,52.992)","(407.807,407.807,460.799,460.799)","[(196.575,297.566,241.634,342.625),(274.33,176.885,315.532,218.087),(372.701,376.063,411.266,414.628),(371.675,4.036,409.183,41.544),(202.507,406.543,227.493,431.529),(339.978,250.255,373.23,283.507),(45.528,317.432,74.697,346.601),(145.677,222.526,176.883,253.732),(24.285,248.278,60.24,284.233),(155.729,66.33,184.497,95.098),(352.885,28.744,383.916,59.775),(246.711,273.409,280.377,307.075),(140.797,335.863,175.745,370.811),(368.029,345.557,404.141,381.669),(49.095,182.099,79.39,212.394)]",TRUE,,,,,,,
405.691,1.251,-2.754,2.754,1.87,"(0.0,0.0,57.202,57.202)","(348.489,348.489,405.691,405.691)","[(144.099,134.493,177.515,167.909),(67.187,53.538,89.111,75.462),(161.932,269.979,191.842,299.889),(59.492,357.046,93.373,390.927),(265.767,81.523,299.572,115.328),(206.633,0.584,239.747,33.698),(348.295,315.907,382.87,350.482),(66.238,117.441,101.032,152.235),(30.989,117.009,68.73,154.75)]",FALSE,,,,,,,
735.245,1.877,-4.631,4.631,2.509,"(0.0,0.0,93.376,93.376)","(641.869,641.869,735.245,735.245)","[(340.777,55.181,380.831,95.235),(20.897,678.691,74.854,732.648),(157.184,424.791,216.846,484.453),(642.443,208.596,715.588,281.741),(619.378,583.825,675.06,639.507),(157.705,410.261,222.491,475.047),(280.366,403.857,325.163,448.654),(81.382,228.79,129.194,276.602),(88.152,368.64,137.364,417.852),(51.776,92.477,95.994,136.695),(140.349,231.891,207.593,299.135),(115.638,90.365,152.666,127.393),(75.978,203.395,136.952,264.369),(267.64,117.274,339.977,189.611),(394.066,28.967,445.3,80.201)]",TRUE,,,,,,,
89.24,0.65,-0.951,0.951,1.202,"(0.0,0.0,6.693,6.693)","(82.547,82.547,89.24,89.24)","[(79.364,30.166,88.204,39.006),(50.562,20.97,56.809,27.217),(22.761,24.061,29.489,30.789),(16.185,34.174,22.795,40.784),(53.89,62.677,62.791,71.578),(60.787,28.059,69.579,36.851),(45.483,47.492,53.588,55.597),(6.634,32.475,12.888,38.729),(35.212,42.48,40.937,48.205),(15.997,36.804,24.856,45.663),(47.43,59.263,54.739,66.572),(51.465,37.65,58.886,45.071),(47.072,24.216,51.548,28.692),(9.648,6.974,14.38,11.706)]",FALSE,,,,,,,
694.677,1.8,-4.4,4.4,2.419,"(0.0,0.0,99.339,99.339)","(595.338,595.338,694.677,694.677)","[(514.009,109.776,558.278,154.045),(449.585,22.83,511.552,84.797),(511.371,54.05,564.598,107.277),(506.788,220.675,557.338,271.225),(572.651,408.06,607.435,442.844),(380.878,297.593,444.747,361.462),(442.194,484.557,506.565,548.928),(153.44,271.975,217.04,335.575),(260.147,258.966,307.756,306.575),(138.238,548.996,180.779,591.537)]",TRUE,,,,,,,
515.783,1.46,-3.381,3.381,2.013,"(0.0,0.0,68.083,68.083)","(447.7,447.7,515.783,515.783)","[(264.253,194.609,299.828,230.184),(166.426,45.043,199.325,77.942),(168.281,77.325,209.492,118.536),(139.2,91.397,175.579,127.776),(268.211,451.217,318.024,501.03),(133.815,323.44,178.963,368.588),(391.428,249.326,438.307,296.205),(417.728,20.154,464.223,66.649),(232.239,121.917,258.76,148.438)]",TRUE,,,,,,,
186.839,0.836,-1.507,1.507,1.382,"(0.0,0.0,12.331,12.331)","(174.508,174.508,186.839,186.839)","[(75.048,67.843,85.994,78.789),(78.588,112.523,92.805,126.74),(10.564,120.373,27.919,137.728),(80.168,83.098,97.048,99.978),(55.049,24.712,66.613,36.276),(135.588,30.152,145.368,39.932),(61.511,4.041,74.448,16.978),(2.578,158.834,12.193,168.449),(39.098,94.065,56.711,111.678),(130.999,144.099,144.472,157.572),(21.292,115.678,32.766,127.152),(116.404,42.15,130.398,56.144),(127.914,123.58,142.914,138.58)]",FALSE,,,,,,,
556.576,1.538,-3.613,3.613,2.073,"(0.0,0.0,38.404,38.404)","(518.172,518.172,556.576,556.576)","[(65.59,496.278,120.907,551.595),(116.409,207.709,165.749,257.049),(7.733,384.359,37.296,413.922),(123.48,191.894,165.522,233.936),(397.709,430.91,438.003,471.204),(425.363,253.306,462.064,290.007),(187.943,360.925,223.433,396.415),(405.343,116.408,440.398,151.463),(162.669,28.505,210.078,75.914),(410.089,517.852,446.585,554.348),(489.053,183.136,523.906,217.989),(199.09,197.311,232.364,230.585),(251.119,184.351,294.132,227.364),(380.612,252.931,413.467,285.786),(137.174,469.269,182.596,514.691)]",TRUE,,,,,,,
220.698,0.9,-1.7,1.7,1.61,"(0.0,0.0,32.884,32.884)","(187.814,187.814,220.698,220.698)","[(92.9,70.974,108.111,86.185),(121.041,180.567,137.668,197.194),(137.772,111.781,158.62,132.629),(103.743,38.773,119.436,54.466),(127.36,197.488,143.165,213.293),(112.478,197.094,125.094,209.71),(107.362,188.754,125.697,207.089),(168.777,66.044,188.267,85.534),(49.507,29.078,69.151,48.722),(129.596,116.418,141.072,127.894),(167.196,50.563,187.197,70.564)]",FALSE,,,,,,,
595.894,1.612,-3.837,3.837,2.154,"(0.0,0.0,58.994,58.994)","(536.9,536.9,595.894,595.894)","[(278.603,89.712,332.432,143.541),(376.245,410.216,414.278,448.249),(459.208,372.436,503.67,416.898),(309.4,499.32,354.269,544.189),(312.29,311.094,354.751,353.555),(494.548,238.102,528.098,271.652),(261.265,75.322,302.557,116.614),(199.199,39.41,257.665,97.876),(518.278,541.672,565.138,588.532),(374.555,312.116,412.07,349.631),(107.564,243.208,150.353,285.997),(359.899,106.73,408.266,155.097),(253.768,363.001,298.411,407.644)]",FALSE,,,,,,,
122.161,0.713,-1.139,1.139,1.407,"(0.0,0.0,17.469,17.469)","(104.692,104.692,122.161,122.161)","[(82.536,91.516,94.265,103.245),(104.235,83.722,113.989,93.476),(85.244,82.277,97.183,94.216),(67.05,100.305,74.532,107.787),(42.842,87.01,54.77,98.938),(46.303,49.519,56.3,59.516),(40.129,62.73,47.896,70.497),(100.577,101.273,107.158,107.854),(77.883,46.34,87.108,55.565)]",TRUE,,,,,,,
109.865,0.69,-1.069,1.069,1.423,"(0.0,0.0,8.13,8.13)","(101.735,101.735,109.865,109.865)","[(18.537,43.629,29.036,54.128),(8.85,9.841,16.079,17.07),(95.518,29.17,105.117,38.769),(72.881,63.559,78.481,69.159),(28.119,9.36,37.597,18.838),(78.571,83.184,87.643,92.256),(39.784,20.384,46.349,26.949),(47.854,17.952,57.312,27.41),(2.451,94.584,9.75,101.883),(27.746,88.582,35.671,96.507),(94.175,100.296,101.507,107.628),(63.343,72.929,69.488,79.074),(33.989,67.134,43.54,76.685)]",FALSE,,,,,,,
690.938,1.793,-4.379,4.379,2.417,"(0.0,0.0,55.275,55.275)","(635.663,635.663,690.938,690.938)","[(473.217,494.983,539.133,560.899),(465.535,526.629,522.747,583.841),(93.703,203.591,146.468,256.356),(149.934,111.335,213.402,174.803),(40.718,168.879,101.004,229.165),(533.657,250.519,569.497,286.359),(276.567,420.488,318.11,462.031),(251.265,483.39,297.112,529.237),(105.222,182.732,151.478,228.988),(374.318,617.601,438.517,681.8)]",TRUE,,,,,,,
450.861,1.337,-3.011,3.011,1.877,"(0.0,0.0,29.757,29.757)","(421.104,421.104,450.861,450.861)","[(96.905,270.055,133.378,306.528),(299.159,88.594,331.279,120.714),(233.495,411.263,256.612,434.38),(169.617,277.679,208.356,316.418),(226.927,52.311,267.552,92.936),(404.782,284.208,438.326,317.752),(315.238,199.557,354.848,239.167),(211.027,118.849,248.707,156.529),(370.218,339.822,403.241,372.845),(369.394,292.875,405.675,329.156),(392.216,186.767,423.983,218.534)]",TRUE,,,,,,,
770.588,1.944,-4.832,4.832,2.574,"(0.0,0.0,67.041,67.041)","(703.547,703.547,770.588,770.588)","[(369.926,200.415,421.5,251.989),(156.368,287.645,230.316,361.593),(422.447,506.253,480.721,564.527),(194.214,704.965,244.568,755.319),(174.79,42.18,222.094,89.484),(623.024,579.086,684.404,640.466),(372.874,568.402,412.695,608.223),(647.362,636.817,706.346,695.801),(680.044,673.135,718.651,711.742),(123.396,681.122,194.751,752.477)]",FALSE,,,,,,,
182.731,0.828,-1.484,1.484,1.514,"(0.0,0.0,13.522,13.522)","(169.209,169.209,182.731,182.731)","[(114.833,78.042,127.299,90.508),(159.318,47.384,169.665,57.731),(18.735,126.456,35.759,143.48),(95.308,57.495,110.197,72.384),(32.786,26.491,46.003,39.708),(49.789,113.311,61.086,124.608),(142.6,151.639,159.12,168.159),(126.657,145.809,143.419,162.571),(8.317,133.741,25.975,151.399),(133.682,130.471,150.322,147.111),(84.415,78.056,97.02,90.661),(156.28,135.734,165.851,145.305),(122.278,136.02,132.63,146.372)]",TRUE,,,,,,,
462.461,1.359,-3.077,3.077,2.081,"(0.0,0.0,46.246,46.246)","(416.215,416.215,462.461,462.461)","[(158.264,129.843,189.655,161.234),(46.671,396.043,78.714,428.086),(103.755,109.411,135.924,141.58),(301.689,304.1,336.421,338.832),(348.041,257.844,373.599,283.402),(24.748,186.506,70.06,231.818),(311.526,110.194,355.795,154.463),(290.804,302.674,325.227,337.097),(64.233,351.844,90.481,378.092),(339.919,365.036,381.166,406.283)]",FALSE,,,,,,,
375.631,1.194,-2.583,2.583,1.938,"(0.0,0.0,25.543,25.543)","(350.088,350.088,375.631,375.631)","[(219.23,60.252,243.11,84.132),(28.039,304.547,50.843,327.351),(126.527,140.576,148.079,162.128),(41.243,70.432,68.672,97.861),(147.832,144.091,182.708,178.967),(189.519,243.674,225.528,279.683),(283.278,186.706,307.68,211.108),(67.248,174.334,92.899,199.985),(43.787,180.888,78.451,215.552),(106.952,164.852,135.24,193.14)]",FALSE,,,,,,,
643.241,1.702,-4.107,4.107,2.34,"(0.0,0.0,42.454,42.454)","(600.787,600.787,643.241,643.241)","[(64.575,417.536,119.718,472.679),(11.566,418.593,63.428,470.455),(196.805,222.575,256.099,281.869),(317.819,242.988,359.851,285.02),(284.241,405.94,336.511,458.21),(267.986,217.765,310.581,260.36),(362.578,29.8,403.972,71.194),(568.049,23.972,632.204,88.127),(332.598,426.826,387.493,481.721),(72.898,136.568,120.324,183.994),(591.026,228.155,633.16,270.289),(173.396,508.784,206.16,541.548),(552.851,328.224,585.567,360.94),(316.058,345.921,352.988,382.851),(462.989,64.153,507.495,108.659)]",TRUE,,,,,,,
745.286,1.896,-4.688,4.688,2.595,"(0.0,0.0,76.764,76.764)","(668.522,668.522,745.286,745.286)","[(127.158,264.514,180.595,317.951),(576.111,686.546,632.839,743.274),(549.126,248.195,596.64,295.709),(361.431,167.089,410.313,215.971),(420.834,14.453,493.411,87.03),(552.918,287.416,621.621,356.119),(219.288,157.647,285.308,223.667),(105.785,348.426,146.319,388.96)]",FALSE,,,,,,,
658.149,1.731,-4.192,4.192,2.48,"(0.0,0.0,50.677,50.677)","(607.472,607.472,658.149,658.149)","[(489.286,546.44,537.599,594.753),(582.807,455.178,625.529,497.9),(183.06,253.337,217.998,288.275),(58.59,159.144,102.368,202.922),(124.408,389.156,170.272,435.02),(9.255,93.577,54.261,138.583),(493.651,287.746,558.876,352.971),(47.958,442.694,101.5,496.236),(360.728,458.272,398.279,495.823),(180.295,535.839,219.709,575.253),(251.669,533.551,305.772,587.654),(124.736,512.51,173.615,561.389),(561.313,363.032,609.768,411.487),(448.562,458.657,500.916,511.011)]",FALSE,,,,,,,
647.339,1.71,-4.13,4.13,2.355,"(0.0,0.0,94.511,94.511)","(552.828,552.828,647.339,647.339)","[(412.072,196.934,444.728,229.59),(325.002,211.268,362.759,249.025),(172.774,340.734,236.525,404.485),(493.031,438.681,527.886,473.536),(54.556,381.792,107.445,434.681),(197.86,522.291,240.307,564.738),(578.401,527.447,631.834,580.88),(413.32,497.608,458.315,542.603)]",FALSE,,,,,,,
399.261,1.239,-2.717,2.717,1.918,"(0.0,0.0,27.549,27.549)","(371.712,371.712,399.261,399.261)","[(293.765,355.244,326.996,388.475),(48.38,239.163,79.418,270.201),(56.57,30.635,80.922,54.987),(102.49,335.263,140.688,373.461),(139.743,171.981,170.489,202.727),(128.378,300.729,167.004,339.355),(293.986,3.734,320.029,29.777),(250.351,189.375,288.059,227.083),(13.06,80.744,38.831,106.515),(136.75,34.95,173.029,71.229),(138.563,63.712,158.588,83.737),(322.986,137.19,342.988,157.192),(208.963,321.275,248.583,360.895),(104.76,133.796,142.001,171.037),(214.821,132.968,235.31,153.457)]",FALSE,,,,,,,
614.383,1.648,-3.943,3.943,2.377,"(0.0,0.0,40.549,40.549)","(573.834,573.834,614.383,614.383)","[(475.167,403.109,506.523,434.465),(444.447,147.837,498.597,201.987),(90.95,574.841,126.087,609.978),(94.927,211.916,142.683,259.672),(52.58,48.741,92.94,89.101),(289.879,318.366,348.6,377.087),(543.833,467.486,602.687,526.34),(482.926,161.088,542.464,220.626),(103.204,36.263,164.486,97.545),(286.959,536.052,334.511,583.604)]",FALSE,,,,,,,
156.635,0.778,-1.335,1.335,1.394,"(0.0,0.0,14.567,14.567)","(142.068,142.068,156.635,156.635)","[(142.548,48.135,150.864,56.451),(59.152,27.033,68.346,36.227),(12.589,50.493,26.479,64.383),(103.583,124.179,118.609,139.205),(22.441,142.752,31.933,152.244),(137.19,101.414,148.389,112.613),(2.21,141.083,10.655,149.528),(62.37,80.955,72.389,90.974),(58.089,14.392,73.007,29.31),(12.812,93.32,20.644,101.152),(36.849,123.693,49.764,136.608),(101.233,143.677,110.541,152.985),(22.094,147.271,29.98,155.157),(34.979,74.192,49.007,88.22)]",TRUE,,,,,,,
409.878,1.259,-2.778,2.778,1.928,"(0.0,0.0,43.447,43.447)","(366.431,366.431,409.878,409.878)","[(28.674,301.435,62.499,335.26),(281.493,125.645,314.244,158.396),(135.251,4.76,173.998,43.507),(128.298,170.838,168.343,210.883),(362.112,49.804,389.427,77.119),(130.871,25.771,165.613,60.513),(378.225,41.351,407.019,70.145),(358.089,371.16,385.355,398.426),(214.795,298.151,246.026,329.382),(368.131,362.174,399.896,393.939)]",TRUE,,,,,,,
566.392,1.556,-3.669,3.669,2.104,"(0.0,0.0,65.701,65.701)","(500.691,500.691,566.392,566.392)","[(120.899,199.738,168.211,247.05),(448.105,329.267,493.802,374.964),(82.413,444.579,130.756,492.922),(309.627,166.859,338.329,195.561),(390.103,39.36,441.462,90.719),(18.247,331.523,66.266,379.542),(317.872,44.404,354.377,80.909),(386.568,253.216,440.775,307.423),(308.318,153.109,337.538,182.329),(325.607,276.649,365.533,316.575),(218.165,141.013,251.848,174.696),(421.357,332.343,463.195,374.181),(500.818,279.785,544.332,323.299),(88.834,346.242,128.129,385.537),(470.712,488.673,503.074,521.035)]",FALSE,,,,,,,
756.779,1.918,-4.754,4.754,2.43,"(0.0,0.0,59.029,59.029)","(697.75,697.75,756.779,756.779)","[(482.954,24.35,524.414,65.81),(86.016,631.518,136.7,682.202),(300.944,316.347,376.094,391.497),(682.266,333.945,737.355,389.034),(456.499,556.266,521.888,621.655),(667.029,79.05,712.942,124.963),(670.173,200.754,714.403,244.984),(547.91,349.839,595.302,397.231),(492.608,507.634,536.136,551.162),(142.121,141.125,195.518,194.522),(54.625,442.101,99.147,486.623),(273.644,79.254,321.863,127.473),(67.162,466.197,107.19,506.225),(703.14,558.652,743.164,598.676)]",FALSE,,,,,,,
282.868,1.018,-2.054,2.054,1.533,"(0.0,0.0,28.57,28.57)","(254.298,254.298,282.868,282.868)","[(70.005,74.602,87.208,91.805),(89.876,51.194,105.915,67.233),(246.314,75.67,273.466,102.822),(36.563,7.002,58.108,28.547),(222.46,31.557,245.714,54.811),(210.771,154.043,235.221,178.493),(18.509,160.116,44.062,185.669),(24.908,180.677,50.262,206.031),(167.912,27.428,190.672,50.188),(254.449,41.393,282.525,69.469),(121.941,253.761,142.359,274.179),(216.682,251.561,240.081,274.96),(253.334,46.689,274.305,67.66)]",FALSE,,,,,,,
674.967,1.763,-4.288,4.288,2.389,"(0.0,0.0,47.248,47.248)","(627.719,627.719,674.967,674.967)","[(589.405,268.731,637.026,316.352),(517.977,386.08,582.484,450.587),(21.877,542.591,56.541,577.255),(237.31,42.618,280.59,85.898),(614.755,474.594,656.34,516.179),(349.479,497.03,403.857,551.408),(621.901,197.647,670.282,246.028),(299.854,488.641,347.371,536.158),(406.952,130.573,468.553,192.174),(264.684,397.561,330.549,463.426),(179.149,211.976,225.704,258.531)]",TRUE,,,,,,,
413.156,1.265,-2.796,2.796,1.937,"(0.0,0.0,55.363,55.363)","(357.793,357.793,413.156,413.156)","[(377.655,42.823,407.491,72.659),(151.69,126.054,182.14,156.504),(334.529,2.147,357.347,24.965),(59.496,375.032,87.555,403.091),(236.269,26.166,263.98,53.877),(344.084,74.628,371.108,101.652),(59.288,145.319,86.798,172.829),(201.173,255.103,224.176,278.106),(240.308,81.314,267.079,108.085),(40.309,97.515,75.555,132.761),(99.476,181.791,134.173,216.488),(319.873,383.404,341.783,405.314),(376.74,83.943,402.227,109.43),(286.767,364.329,326.285,403.847),(16.243,80.579,46.348,110.684)]",FALSE,,,,,,,
592.896,1.607,-3.82,3.82,2.19,"(0.0,0.0,41.503,41.503)","(551.393,551.393,592.896,592.896)","[(206.424,277.037,241.638,312.251),(45.582,9.642,83.903,47.963),(0.798,176.009,41.776,216.987),(496.964,71.493,540.225,114.754),(525.1,438.529,581.961,495.39),(368.805,283.555,404.26,319.01),(212.263,509.798,263.103,560.638),(534.233,330.318,572.457,368.542),(224.426,354.231,278.687,408.492)]",TRUE,,,,,,,
577.891,1.578,-3.735,3.735,2.084,"(0.0,0.0,39.297,39.297)","(538.594,538.594,577.891,577.891)","[(218.702,65.59,261.931,108.819),(355.087,85.165,402.428,132.506),(298.983,512.021,328.691,541.729),(460.953,281.985,498.655,319.687),(378.817,410.319,411.726,443.228),(261.908,481.772,316.215,536.079),(385.548,315.797,426.051,356.3),(355.072,483.282,412.782,540.992),(355.713,175.887,400.995,221.169),(43.867,146.334,91.883,194.35),(309.573,388.527,352.541,431.495),(242.664,382.141,295.536,435.013),(124.553,276.966,174.532,326.945),(519.729,387.653,555.999,423.923),(152.907,374.27,188.069,409.432)]",TRUE,,,,,,,
57.029,0.589,-0.768,0.768,1.113,"(0.0,0.0,5.988,5.988)","(51.041,51.041,57.029,57.029)","[(25.737,41.097,30.318,45.678),(32.234,45.679,37.484,50.929),(47.899,37.245,51.929,41.275),(9.434,24.607,14.283,29.456),(25.943,5.476,30.085,9.618),(32.843,19.512,37.712,24.381),(12.275,6.464,15.657,9.846),(40.551,20.192,43.719,23.36),(7.017,34.937,12.464,40.384),(25.631,40.978,28.858,44.205),(52.25,32.331,55.281,35.362),(21.297,5.379,24.408,8.49)]",FALSE,,,,,,,
741.475,1.889,-4.667,4.667,2.571,"(0.0,0.0,104.548,104.548)","(636.927,636.927,741.475,741.475)","[(508.017,335.027,574.571,401.581),(572.533,441.446,639.812,508.725),(301.514,350.346,341.327,390.159),(504.07,566.216,546.715,608.861),(80.725,548.189,154.679,622.143),(33.645,92.938,104.552,163.845),(238.186,339.241,281.24,382.295),(135.757,630.441,181.182,675.866),(307.504,15.165,355.521,63.182),(348.919,151.27,401.318,203.669),(156.101,678.751,202.103,724.753),(397.173,252.078,448.863,303.768),(5.518,121.182,57.919,173.583)]",TRUE,,,,,,,
